timestamp,event,trade_time,direction,confidence,atr_norm,sl,tp,volume
2026-02-02 12:10:05,OPEN_TRADE,2026-02-02 16:10:00+02:00,SHORT,0.57546896,0.000585185086408651,6.067067309240452,8.898365386885995,1.0
2026-02-02 12:15:00,OPEN_TRADE,2026-02-02 16:15:00+02:00,SHORT,0.55820227,0.0005590810141550325,5.795797195390268,8.50050255323906,1.0
2026-02-02 12:20:06,OPEN_TRADE,2026-02-02 16:20:00+02:00,SHORT,0.74134743,0.0005809082217307204,6.026429028467753,8.838762575086038,1.0
2026-02-02 12:25:02,OPEN_TRADE,2026-02-02 16:25:00+02:00,SHORT,0.5841211,0.0005748091159032702,5.961862669237128,8.744065248214454,1.0
2026-02-02 12:30:02,OPEN_TRADE,2026-02-02 16:30:00+02:00,SHORT,0.6628753,0.0005639029312121077,5.85032655996091,8.580478954609335,1.0
2026-02-02 12:35:03,OPEN_TRADE,2026-02-02 16:35:00+02:00,SHORT,0.77621555,0.000558566190264043,5.796425683212762,8.501424335378719,1.0
2026-02-02 12:40:03,OPEN_TRADE,2026-02-02 16:40:00+02:00,SHORT,0.7175056,0.0005412914583261964,5.616502420110321,8.237536882828472,1.0
2026-02-02 12:45:04,OPEN_TRADE,2026-02-02 16:45:00+02:00,SHORT,0.7859266,0.0005263206119536682,5.461905308564491,8.010794452561253,1.0
2026-02-02 12:50:04,OPEN_TRADE,2026-02-02 16:50:00+02:00,SHORT,0.7402053,0.0005204597896990495,5.39893758246412,7.918441787614043,1.0
2026-02-02 12:55:04,OPEN_TRADE,2026-02-02 16:55:00+02:00,SHORT,0.7063076,0.000524545752125939,5.438962449218649,7.977144925520686,1.0
2026-02-02 13:00:05,OPEN_TRADE,2026-02-02 17:00:00+02:00,SHORT,0.76126856,0.0005225939777166403,5.417352886354566,7.945450899986698,1.0
2026-02-02 13:05:00,OPEN_TRADE,2026-02-02 17:05:00+02:00,SHORT,0.7311728,0.0005409879990415583,5.604378700771,8.219755427797468,1.0
2026-02-02 13:10:01,OPEN_TRADE,2026-02-02 17:10:00+02:00,SHORT,0.62292165,0.0005634819008597003,5.839729201844634,8.564936162705463,1.0
2026-02-02 13:15:01,OPEN_TRADE,2026-02-02 17:15:00+02:00,SHORT,0.82701963,0.0005615328662239492,5.822478136589508,8.539634600331278,1.0
2026-02-02 13:20:07,OPEN_TRADE,2026-02-02 17:20:00+02:00,SHORT,0.7218929,0.0005737248576180032,5.945668473831212,8.720313761619112,1.0
2026-02-02 13:25:02,OPEN_TRADE,2026-02-02 17:25:00+02:00,SHORT,0.70902854,0.0005772872405413681,5.983452358582159,8.7757301259205,1.0
2026-02-02 13:30:03,OPEN_TRADE,2026-02-02 17:30:00+02:00,SHORT,0.8159554,0.0005830139641070487,6.043027190064176,8.86310654542746,1.0
2026-02-02 13:35:03,OPEN_TRADE,2026-02-02 17:35:00+02:00,SHORT,0.6237103,0.0005958862671241544,6.172428309378841,9.052894853755634,1.0
2026-02-02 13:45:04,OPEN_TRADE,2026-02-02 17:45:00+02:00,SHORT,0.8328405,0.0006008519584080356,6.230399191021483,9.137918813498176,1.0
2026-02-02 13:50:05,OPEN_TRADE,2026-02-02 17:50:00+02:00,SHORT,0.85161215,0.0005869808647168958,6.087666595108634,8.928577672825996,1.0
